gene	chrom	strand	gene_start	gene_end	gene_length	region_start	region_end	region_length	preprocess_status	n_cds	n_utr5	n_utr3	n_transcripts	n_tokens	n_unk_tokens	over_token_cap	over_vocab_limit
Zm00001d031850.RefGen_V4	1	-	204132855	204133635	781	204130172	204136316	6144	retained	2	1	1	1	55	0	0	0
Zm00001d031851.RefGen_V4	1	-	204134344	204138811	4468	204133505	204139649	6144	retained	14	13	13	11	594	0	0	0
Zm00001d031852.RefGen_V4	1	+	204140568	204140852	285	204137637	204143781	6144	retained	1	0	0	1	16	0	0	0
Zm00001d031853.RefGen_V4	1	+	204145139	204149948	4810	204144471	204150615	6144	retained	6	4	2	2	159	0	0	0
Zm00001d031854.RefGen_V4	1	+	204236527	204241415	4889	204235898	204242042	6144	retained	8	5	2	4	206	0	0	0
Zm00001d031855.RefGen_V4	1	-	204241497	204242651	1155	204239001	204245145	6144	retained	1	0	0	1	16	0	0	0
Zm00001d031856.RefGen_V4	1	-	204243279	204248168	4890	204242651	204248795	6144	retained	8	2	6	4	213	0	0	0
Zm00001d031858.RefGen_V4	1	+	204348028	204349986	1959	204345934	204352078	6144	retained	1	0	0	1	16	0	0	0
Zm00001d031859.RefGen_V4	1	+	204431583	204433029	1447	204429233	204435377	6144	retained	2	2	2	1	81	0	0	0
Zm00001d031860.RefGen_V4	1	+	204433977	204438771	4795	204433301	204439445	6144	retained	22	2	17	5	583	0	0	0
Zm00001d031861.RefGen_V4	1	+	204458557	204459636	1080	204456024	204462168	6144	retained	1	0	0	1	16	0	0	0
Zm00001d031862.RefGen_V4	1	+	204468999	204470013	1015	204466433	204472577	6144	retained	2	0	0	1	29	0	0	0
Zm00001d031863.RefGen_V4	1	-	204518458	204537518	19061	204515699	204540275	24576	retained	33	41	54	30	2046	8	0	1
Zm00001d031864.RefGen_V4	1	+	204547857	204548477	621	204545094	204551238	6144	retained	2	0	0	1	29	0	0	0
Zm00001d031866.RefGen_V4	1	-	204668605	204670641	2037	204666550	204672694	6144	retained	1	0	0	1	16	0	0	0
Zm00001d031867.RefGen_V4	1	+	204677117	204680173	3057	204675572	204681716	6144	retained	3	0	0	1	42	0	0	0
Zm00001d031868.RefGen_V4	1	+	204737534	204738454	921	204734921	204741065	6144	retained	2	0	0	1	29	0	0	0
Zm00001d031869.RefGen_V4	1	-	204740208	204743258	3051	204738660	204744804	6144	retained	1	0	0	1	16	0	0	0
Zm00001d031870.RefGen_V4	1	+	204744332	204746298	1967	204742242	204748386	6144	retained	3	0	1	1	55	0	0	0
Zm00001d031871.RefGen_V4	1	-	204748411	204755635	7225	204745878	204758166	12288	retained	6	1	2	2	126	0	0	0
Zm00001d031872.RefGen_V4	1	-	204948169	204956506	8338	204946193	204958481	12288	retained	9	0	1	1	135	0	0	0
Zm00001d031873.RefGen_V4	1	-	204962467	204987181	24715	204959463	204990183	30720	retained	8	1	0	1	132	0	0	0
Zm00001d031874.RefGen_V4	1	+	205070844	205071236	393	205067967	205074111	6144	retained	1	0	0	1	16	0	0	0
Zm00001d031875.RefGen_V4	1	-	205091435	205093066	1632	205089178	205095322	6144	retained	1	0	0	1	16	0	0	0
Zm00001d031876.RefGen_V4	1	+	205126581	205135409	8829	205124850	205137138	12288	retained	16	0	1	2	247	0	0	0
Zm00001d031877.RefGen_V4	1	+	205145445	205145828	384	205142564	205148708	6144	retained	1	0	0	1	16	0	0	0
Zm00001d031878.RefGen_V4	1	+	205166704	205167543	840	205164051	205170195	6144	retained	1	0	0	1	16	0	0	0
Zm00001d031880.RefGen_V4	1	+	205241191	205242150	960	205238598	205244742	6144	retained	1	0	0	1	16	0	0	0
Zm00001d031882.RefGen_V4	1	+	205250102	205251502	1401	205247729	205253873	6144	retained	2	1	1	1	55	0	0	0
Zm00001d031883.RefGen_V4	1	+	205253220	205256933	3714	205252004	205258148	6144	retained	5	1	1	1	94	0	0	0
Zm00001d031887.RefGen_V4	1	+	205332444	205333253	810	205329776	205335920	6144	retained	1	0	0	1	16	0	0	0
Zm00001d031888.RefGen_V4	1	-	205336690	205337790	1101	205334167	205340311	6144	retained	4	0	1	1	68	0	0	0
Zm00001d031889.RefGen_V4	1	+	205397262	205398005	744	205394561	205400705	6144	retained	1	2	1	1	55	0	0	0
Zm00001d031890.RefGen_V4	1	+	205424840	205425909	1070	205422302	205428446	6144	retained	3	1	0	1	55	0	0	0
Zm00001d031891.RefGen_V4	1	+	205429718	205442392	12675	205426838	205445270	18432	retained	43	36	21	17	1840	0	0	0
Zm00001d031892.RefGen_V4	1	+	205442994	205443842	849	205440345	205446489	6144	retained	1	0	0	1	16	0	0	0
Zm00001d031893.RefGen_V4	1	+	205617823	205620362	2540	205616020	205622164	6144	retained	4	2	2	2	108	0	0	0
Zm00001d031894.RefGen_V4	1	+	205693708	205696793	3086	205692178	205698322	6144	retained	9	8	4	6	299	0	0	0
Zm00001d031895.RefGen_V4	1	+	205808285	205809544	1260	205805842	205811986	6144	retained	1	0	0	1	16	0	0	0
Zm00001d031898.RefGen_V4	1	+	205925213	205930258	5046	205924663	205930807	6144	retained	13	14	12	9	523	0	0	0
Zm00001d031899.RefGen_V4	1	-	205992135	205996030	3896	205991010	205997154	6144	retained	15	5	3	3	321	0	0	0
Zm00001d031900.RefGen_V4	1	-	206061437	206064016	2580	206059654	206065798	6144	retained	4	1	0	1	68	0	0	0
Zm00001d031901.RefGen_V4	1	-	206063578	206072875	9298	206062082	206074370	12288	retained	8	0	6	1	188	0	0	0
Zm00001d031902.RefGen_V4	1	+	206146765	206153923	7159	206144199	206156487	12288	retained	5	2	1	2	112	0	0	0
Zm00001d031903.RefGen_V4	1	-	206152188	206155096	2909	206150569	206156713	6144	retained	5	1	0	1	81	0	0	0
Zm00001d031904.RefGen_V4	1	+	206156272	206157117	846	206153622	206159766	6144	retained	1	0	0	1	16	0	0	0
Zm00001d031906.RefGen_V4	1	+	206261034	206261843	810	206258366	206264510	6144	retained	1	0	0	1	16	0	0	0
Zm00001d031907.RefGen_V4	1	+	206384948	206385757	810	206382280	206388424	6144	retained	1	0	0	1	16	0	0	0
Zm00001d031908.RefGen_V4	1	-	206405716	206408991	3276	206404281	206410425	6144	retained	8	1	1	1	133	0	0	0
Zm00001d031909.RefGen_V4	1	-	206465399	206471722	6324	206462416	206474704	12288	retained	7	1	2	5	150	0	0	0
Zm00001d031910.RefGen_V4	1	+	206516436	206517921	1486	206514106	206520250	6144	retained	3	0	1	1	55	0	0	0
Zm00001d031911.RefGen_V4	1	+	206533163	206537215	4053	206532116	206538260	6144	retained	5	3	1	2	127	0	0	0
Zm00001d031913.RefGen_V4	1	-	206640378	206642606	2229	206638419	206644563	6144	retained	8	3	3	4	198	0	0	0
Zm00001d031915.RefGen_V4	1	+	206651968	206653716	1749	206649769	206655913	6144	retained	4	0	1	1	68	0	0	0
Zm00001d031918.RefGen_V4	1	-	206664320	206665664	1345	206661919	206668063	6144	retained	6	1	0	1	94	0	0	0
Zm00001d031920.RefGen_V4	1	-	206693436	206694737	1302	206691014	206697158	6144	retained	1	2	2	1	68	0	0	0
Zm00001d031921.RefGen_V4	1	-	206850565	206850807	243	206847613	206853757	6144	retained	1	0	0	1	16	0	0	0
Zm00001d031922.RefGen_V4	1	+	206914295	206916976	2682	206912563	206918707	6144	retained	7	0	1	1	107	0	0	0
Zm00001d031923.RefGen_V4	1	-	206917642	206923152	5511	206917324	206923468	6144	retained	9	0	1	1	130	0	0	0
Zm00001d031925.RefGen_V4	1	+	206932526	206934498	1973	206930439	206936583	6144	retained	3	1	1	1	68	0	0	0
Zm00001d031926.RefGen_V4	1	-	206982602	206985131	2530	206980794	206986938	6144	retained	3	1	1	1	68	0	0	0
Zm00001d031927.RefGen_V4	1	-	207061888	207081049	19162	207059180	207083756	24576	retained	32	51	78	41	2759	64	1	1
Zm00001d031928.RefGen_V4	1	-	207098114	207099390	1277	207095679	207101823	6144	retained	3	1	1	1	68	0	0	0
Zm00001d031929.RefGen_V4	1	-	207099867	207105197	5331	207099459	207105603	6144	retained	27	14	31	16	1087	0	0	0
Zm00001d031930.RefGen_V4	1	-	207130514	207131870	1357	207128119	207134263	6144	retained	6	0	1	1	94	0	0	0
Zm00001d031932.RefGen_V4	1	+	207233991	207236556	2566	207232201	207238345	6144	retained	6	2	2	2	137	0	0	0
Zm00001d031933.RefGen_V4	1	+	207276632	207281619	4988	207276053	207282197	6144	retained	7	13	15	12	508	0	0	0
Zm00001d031934.RefGen_V4	1	-	207282233	207283474	1242	207279781	207285925	6144	retained	2	1	1	1	55	0	0	0
Zm00001d031937.RefGen_V4	1	+	207438528	207441291	2764	207436837	207442981	6144	retained	8	1	1	2	140	0	0	0
Zm00001d031938.RefGen_V4	1	-	207474094	207480770	6677	207471287	207483575	12288	retained	17	3	1	1	276	0	0	0
Zm00001d031939.RefGen_V4	1	-	207515536	207517495	1960	207513443	207519587	6144	retained	7	6	3	3	215	0	0	0
Zm00001d031940.RefGen_V4	1	-	207526463	207529592	3130	207524955	207531099	6144	retained	4	1	1	2	84	0	0	0
Zm00001d031941.RefGen_V4	1	+	207588117	207591806	3690	207586889	207593033	6144	retained	4	1	1	1	81	0	0	0
Zm00001d031942.RefGen_V4	1	+	207636608	207639711	3104	207635087	207641231	6144	retained	5	5	1	4	169	0	0	0
Zm00001d031943.RefGen_V4	1	+	207690177	207696620	6444	207687254	207699542	12288	retained	38	17	22	16	1272	0	0	0
Zm00001d031944.RefGen_V4	1	-	207696703	207697275	573	207693916	207700060	6144	retained	1	0	0	1	16	0	0	0
Zm00001d031945.RefGen_V4	1	-	207697841	207701019	3179	207696357	207702501	6144	retained	19	7	16	7	600	0	0	0
Zm00001d031946.RefGen_V4	1	+	207701153	207705140	3988	207700074	207706218	6144	retained	5	7	6	5	247	0	0	0
Zm00001d031947.RefGen_V4	1	+	207705728	207705955	228	207702769	207708913	6144	retained	1	0	0	1	16	0	0	0
Zm00001d031948.RefGen_V4	1	-	207754045	207757465	3421	207752682	207758826	6144	retained	20	9	16	8	648	0	0	0
Zm00001d031949.RefGen_V4	1	+	207788455	207799885	11431	207788025	207800313	12288	retained	2	0	1	1	44	0	0	0
Zm00001d031950.RefGen_V4	1	+	207800507	207800674	168	207797518	207803662	6144	retained	1	0	0	1	16	0	0	0
Zm00001d031951.RefGen_V4	1	-	207851300	207854723	3424	207849939	207856083	6144	retained	19	7	17	9	639	0	0	0
Zm00001d031952.RefGen_V4	1	+	207855994	207859754	3761	207854801	207860945	6144	retained	13	10	11	10	469	0	0	0
Zm00001d031953.RefGen_V4	1	-	207932227	207935640	3414	207930861	207937005	6144	retained	19	7	17	9	641	0	0	0
Zm00001d031954.RefGen_V4	1	+	207946264	207949970	3707	207945044	207951188	6144	retained	5	11	4	6	279	0	0	0
Zm00001d031956.RefGen_V4	1	-	207955044	207958736	3693	207953817	207959961	6144	retained	8	10	5	6	327	0	0	0
Zm00001d031957.RefGen_V4	1	-	207955121	207958827	3707	207953901	207960045	6144	retained	5	2	1	1	107	0	0	0
Zm00001d031958.RefGen_V4	1	+	208010722	208014853	4132	208009715	208015859	6144	retained	10	2	1	2	183	0	0	0
Zm00001d031959.RefGen_V4	1	-	208016871	208019338	2468	208015032	208021176	6144	retained	6	1	1	1	107	0	0	0
Zm00001d031961.RefGen_V4	1	-	208050358	208053463	3106	208048838	208054982	6144	retained	9	6	5	4	280	0	0	0
Zm00001d031962.RefGen_V4	1	+	208072495	208073445	951	208069897	208076041	6144	retained	1	0	0	1	16	0	0	0
Zm00001d031963.RefGen_V4	1	-	208073597	208078429	4833	208072940	208079084	6144	retained	10	4	8	4	295	0	0	0
Zm00001d031967.RefGen_V4	1	-	208218165	208223089	4925	208217554	208223698	6144	retained	12	7	9	6	387	0	0	0
Zm00001d031969.RefGen_V4	1	+	208240913	208243090	2178	208238929	208245073	6144	retained	5	2	2	2	121	0	0	0
Zm00001d031970.RefGen_V4	1	-	208243571	208247579	4009	208242502	208248646	6144	retained	7	4	2	1	172	0	0	0
Zm00001d031971.RefGen_V4	1	-	208252891	208254322	1432	208250534	208256678	6144	retained	4	1	1	2	82	0	0	0
Zm00001d031973.RefGen_V4	1	+	208328135	208356985	28851	208327199	208357919	30720	retained	22	3	3	3	414	0	0	0
Zm00001d031975.RefGen_V4	1	-	208357440	208359412	1973	208355353	208361497	6144	retained	2	1	1	1	55	0	0	0
Zm00001d031976.RefGen_V4	1	-	208381831	208384444	2614	208380065	208386209	6144	retained	4	0	0	1	55	0	0	0
Zm00001d031977.RefGen_V4	1	-	208387893	208392229	4337	208386988	208393132	6144	retained	9	1	1	1	145	0	0	0
Zm00001d031979.RefGen_V4	1	-	208400551	208401401	851	208397903	208404047	6144	retained	2	1	1	1	55	0	0	0
Zm00001d031981.RefGen_V4	1	+	208507191	208517368	10178	208506135	208518423	12288	retained	15	12	6	8	510	0	0	0
Zm00001d031985.RefGen_V4	1	+	208668619	208669116	498	208665795	208671939	6144	retained	1	0	0	1	16	0	0	0
Zm00001d031986.RefGen_V4	1	-	208746944	208754876	7933	208744765	208757053	12288	retained	10	16	5	6	433	0	0	0
Zm00001d031987.RefGen_V4	1	+	208751063	208754709	3647	208749813	208755957	6144	retained	5	0	0	1	68	0	0	0
Zm00001d031988.RefGen_V4	1	-	208835364	208839440	4077	208834329	208840473	6144	retained	9	14	3	5	363	0	0	0
Zm00001d031989.RefGen_V4	1	-	208900771	208909882	9112	208899182	208911470	12288	retained	11	4	4	2	253	0	0	0
Zm00001d031990.RefGen_V4	1	+	208935062	208935679	618	208932298	208938442	6144	retained	3	1	0	1	55	0	0	0
Zm00001d031991.RefGen_V4	1	-	208936535	208939125	2591	208934757	208940901	6144	retained	3	2	0	1	68	0	0	0
Zm00001d031992.RefGen_V4	1	+	208942917	208950782	7866	208940705	208952993	12288	retained	9	7	5	6	298	0	0	0
Zm00001d031993.RefGen_V4	1	-	208982124	208986152	4029	208981065	208987209	6144	retained	14	0	1	1	198	0	0	0
Zm00001d031994.RefGen_V4	1	-	208986199	208986892	694	208983473	208989617	6144	retained	2	1	0	1	42	0	0	0
Zm00001d031995.RefGen_V4	1	+	209023193	209027377	4185	209022212	209028356	6144	retained	3	7	2	4	168	0	0	0
Zm00001d031996.RefGen_V4	1	-	209091746	209096011	4266	209090806	209096950	6144	retained	16	10	5	8	496	0	0	0
Zm00001d031997.RefGen_V4	1	+	209095982	209098528	2547	209094182	209100326	6144	retained	8	1	1	1	133	0	0	0
Zm00001d032000.RefGen_V4	1	+	209166877	209167593	717	209164162	209170306	6144	retained	1	0	0	1	16	0	0	0
Zm00001d032003.RefGen_V4	1	-	209210225	209211202	978	209207641	209213785	6144	retained	1	1	1	1	42	0	0	0
Zm00001d032004.RefGen_V4	1	-	209250225	209252198	1974	209248139	209254283	6144	retained	2	0	0	1	29	0	0	0
Zm00001d032005.RefGen_V4	1	-	209258353	209259123	771	209255665	209261809	6144	retained	1	0	0	1	16	0	0	0
Zm00001d032007.RefGen_V4	1	-	209286387	209287682	1296	209283962	209290106	6144	retained	1	0	0	1	16	0	0	0
Zm00001d032008.RefGen_V4	1	+	209290032	209291244	1213	209287565	209293709	6144	retained	5	0	0	1	68	0	0	0
Zm00001d032009.RefGen_V4	1	-	209332649	209333324	676	209329914	209336058	6144	retained	3	1	0	1	55	0	0	0
Zm00001d032010.RefGen_V4	1	+	209338030	209341591	3562	209336738	209342882	6144	retained	17	12	6	8	491	0	0	0
Zm00001d032011.RefGen_V4	1	-	209341995	209342432	438	209339141	209345285	6144	retained	1	0	0	1	16	0	0	0
Zm00001d032012.RefGen_V4	1	-	209384220	209384639	420	209381357	209387501	6144	retained	1	0	0	1	16	0	0	0
Zm00001d032013.RefGen_V4	1	-	209386287	209386709	423	209383425	209389569	6144	retained	1	0	0	1	16	0	0	0
Zm00001d032015.RefGen_V4	1	+	209513196	209514778	1583	209510914	209517058	6144	retained	3	0	0	1	42	0	0	0
Zm00001d032016.RefGen_V4	1	+	209549016	209554713	5698	209548792	209554936	6144	retained	19	22	30	22	981	0	0	0
Zm00001d032019.RefGen_V4	1	+	209574119	209576739	2621	209572356	209578500	6144	retained	5	4	3	2	160	0	0	0
Zm00001d032022.RefGen_V4	1	-	209620860	209625239	4380	209619977	209626121	6144	retained	41	19	18	20	1214	0	0	0
Zm00001d032023.RefGen_V4	1	+	209628481	209628804	324	209625570	209631714	6144	retained	1	0	0	1	16	0	0	0
Zm00001d032024.RefGen_V4	1	+	209721047	209722443	1397	209718672	209724816	6144	retained	3	3	2	2	108	0	0	0
Zm00001d032025.RefGen_V4	1	-	209767377	209768625	1249	209764928	209771072	6144	retained	3	1	0	1	55	0	0	0
Zm00001d032026.RefGen_V4	1	+	209789643	209790765	1123	209787131	209793275	6144	retained	4	1	0	1	68	0	0	0
Zm00001d032027.RefGen_V4	1	-	209851567	209853560	1994	209849491	209855635	6144	retained	4	2	2	2	109	0	0	0
Zm00001d032028.RefGen_V4	1	-	209870416	209872305	1890	209868288	209874432	6144	retained	1	0	0	1	16	0	0	0
Zm00001d032029.RefGen_V4	1	-	209942746	209947996	5251	209942298	209948442	6144	retained	7	2	5	3	186	0	0	0
Zm00001d032030.RefGen_V4	1	-	209949067	209949613	547	209946267	209952411	6144	retained	1	1	0	1	29	0	0	0
Zm00001d032031.RefGen_V4	1	-	209984017	209988153	4137	209983012	209989156	6144	retained	8	6	6	3	269	0	0	0
Zm00001d032032.RefGen_V4	1	+	209992350	209997511	5162	209991858	209998002	6144	retained	3	5	1	3	119	0	0	0
Zm00001d032035.RefGen_V4	1	+	210088187	210090275	2089	210086158	210092302	6144	retained	2	1	1	1	55	0	0	0
Zm00001d032036.RefGen_V4	1	+	210137790	210138853	1064	210135249	210141393	6144	retained	1	0	1	1	29	0	0	0
Zm00001d032040.RefGen_V4	1	+	210206509	210211370	4862	210205867	210212011	6144	retained	2	1	1	1	52	0	0	0
Zm00001d032042.RefGen_V4	1	+	210344733	210347136	2404	210342862	210349006	6144	retained	2	1	1	1	55	0	0	0
Zm00001d032043.RefGen_V4	1	+	210379235	210380250	1016	210376670	210382814	6144	retained	2	0	0	1	29	0	0	0
Zm00001d032044.RefGen_V4	1	-	210445252	210451544	6293	210442253	210454541	12288	retained	9	17	6	7	438	0	0	0
Zm00001d032045.RefGen_V4	1	-	210458385	210460255	1871	210456247	210462391	6144	retained	3	1	1	1	68	0	0	0
Zm00001d032046.RefGen_V4	1	+	210548810	210553536	4727	210548100	210554244	6144	retained	9	6	6	5	282	0	0	0
Zm00001d032047.RefGen_V4	1	-	210710799	210711759	961	210708206	210714350	6144	retained	2	0	0	1	29	0	0	0
Zm00001d032048.RefGen_V4	1	+	210738991	210741417	2427	210737131	210743275	6144	retained	2	1	0	1	42	0	0	0
Zm00001d032049.RefGen_V4	1	-	210749060	210752906	3847	210747910	210754054	6144	retained	10	8	4	6	310	0	0	0
Zm00001d032050.RefGen_V4	1	+	210823263	210825079	1817	210821098	210827242	6144	retained	3	0	0	1	42	0	0	0
Zm00001d032051.RefGen_V4	1	-	210825161	210825686	526	210822351	210828495	6144	retained	2	1	0	1	42	0	0	0
Zm00001d032052.RefGen_V4	1	+	210826979	210827707	729	210824270	210830414	6144	retained	3	2	0	1	68	0	0	0
Zm00001d032053.RefGen_V4	1	+	210838343	210839476	1134	210835837	210841981	6144	retained	1	0	0	1	16	0	0	0
Zm00001d032054.RefGen_V4	1	+	210842514	210843620	1107	210839994	210846138	6144	retained	1	0	0	1	16	0	0	0
Zm00001d032055.RefGen_V4	1	+	210913869	210916020	2152	210911872	210918016	6144	retained	2	1	1	1	55	0	0	0
Zm00001d032056.RefGen_V4	1	+	210966210	210973774	7565	210963847	210976135	12288	retained	6	1	1	1	107	0	0	0
Zm00001d032057.RefGen_V4	1	+	211041986	211046442	4457	211041141	211047285	6144	retained	9	6	4	4	256	0	0	0
Zm00001d032058.RefGen_V4	1	-	211054138	211060475	6338	211051162	211063450	12288	retained	5	1	2	3	115	0	0	0
Zm00001d032059.RefGen_V4	1	-	211065773	211068432	2660	211064030	211070174	6144	retained	3	0	1	1	55	0	0	0
Zm00001d032060.RefGen_V4	1	-	211112193	211116480	4288	211111264	211117408	6144	retained	7	4	4	3	210	0	0	0
Zm00001d032061.RefGen_V4	1	-	211120200	211120631	432	211117343	211123487	6144	retained	1	0	0	1	16	0	0	0
Zm00001d032062.RefGen_V4	1	+	211120872	211124243	3372	211119485	211125629	6144	retained	4	0	1	1	68	0	0	0
Zm00001d032063.RefGen_V4	1	+	211138964	211139964	1001	211136391	211142535	6144	retained	4	1	1	1	81	0	0	0
Zm00001d032064.RefGen_V4	1	+	211140441	211148020	7580	211138086	211150374	12288	retained	6	1	0	1	94	0	0	0
Zm00001d032066.RefGen_V4	1	-	211186934	211188751	1818	211184770	211190914	6144	retained	2	0	0	1	29	0	0	0
Zm00001d032069.RefGen_V4	1	+	211229817	211232389	2573	211228030	211234174	6144	retained	3	1	1	1	68	0	0	0
Zm00001d032070.RefGen_V4	1	+	211247689	211248141	453	211244842	211250986	6144	retained	1	0	0	1	16	0	0	0
Zm00001d032071.RefGen_V4	1	-	211270341	211270823	483	211267509	211273653	6144	retained	1	0	0	1	16	0	0	0
Zm00001d032072.RefGen_V4	1	-	211385712	211390492	4781	211385029	211391173	6144	retained	5	7	3	4	194	0	0	0
Zm00001d032073.RefGen_V4	1	-	211494652	211497588	2937	211493047	211499191	6144	retained	3	1	0	1	55	0	0	0
Zm00001d032074.RefGen_V4	1	-	211498019	211501551	3533	211496712	211502856	6144	retained	5	0	2	1	94	0	0	0
Zm00001d032075.RefGen_V4	1	-	211566333	211568228	1896	211564208	211570352	6144	retained	1	0	0	1	16	0	0	0
Zm00001d032076.RefGen_V4	1	-	211709321	211711127	1807	211707151	211713295	6144	retained	8	8	3	4	255	0	0	0
Zm00001d032077.RefGen_V4	1	+	211750252	211750944	693	211747525	211753669	6144	retained	1	0	0	1	16	0	0	0
Zm00001d032078.RefGen_V4	1	+	211772301	211796592	24292	211772158	211796734	24576	retained	11	1	3	2	225	0	0	0
Zm00001d032079.RefGen_V4	1	-	211796761	211802432	5672	211796524	211802668	6144	retained	13	0	1	1	178	0	0	0
Zm00001d032081.RefGen_V4	1	-	211943365	211946180	2816	211941700	211947844	6144	retained	6	2	2	2	134	0	0	0
Zm00001d032083.RefGen_V4	1	+	212104378	212105884	1507	212102058	212108202	6144	retained	2	1	1	1	55	0	0	0
Zm00001d032084.RefGen_V4	1	-	212111364	212112423	1060	212108821	212114965	6144	retained	5	1	0	1	81	0	0	0
Zm00001d032085.RefGen_V4	1	-	212120273	212124691	4419	212119409	212125553	6144	retained	20	13	31	12	882	0	0	0
Zm00001d032086.RefGen_V4	1	-	212145441	212149052	3612	212144174	212150318	6144	retained	10	1	1	1	159	0	0	0
Zm00001d032087.RefGen_V4	1	+	212175809	212176186	378	212172925	212179069	6144	retained	1	0	0	1	16	0	0	0
Zm00001d032088.RefGen_V4	1	-	212207299	212207712	414	212204433	212210577	6144	retained	1	0	0	1	16	0	0	0
Zm00001d032089.RefGen_V4	1	+	212234251	212236528	2278	212232317	212238461	6144	retained	4	2	0	1	81	0	0	0
Zm00001d032090.RefGen_V4	1	-	212238638	212245323	6686	212235836	212248124	12288	retained	14	1	11	2	344	0	0	0
Zm00001d032091.RefGen_V4	1	-	212248940	212249338	399	212246066	212252210	6144	retained	1	0	0	1	16	0	0	0
Zm00001d032093.RefGen_V4	1	+	212307422	212307691	270	212304484	212310628	6144	retained	1	0	0	1	16	0	0	0
Zm00001d032094.RefGen_V4	1	-	212314858	212315259	402	212311986	212318130	6144	retained	1	0	0	1	16	0	0	0
Zm00001d032095.RefGen_V4	1	-	212364322	212366865	2544	212362521	212368665	6144	retained	2	1	2	1	68	0	0	0
Zm00001d032096.RefGen_V4	1	+	212544489	212560643	16155	212543349	212561781	18432	retained	25	10	25	14	1000	0	0	0
Zm00001d032098.RefGen_V4	1	-	212613867	212614897	1031	212611309	212617453	6144	retained	2	1	1	1	55	0	0	0
Zm00001d032099.RefGen_V4	1	-	212671142	212697676	26535	212669048	212699768	30720	retained	34	4	14	7	902	0	0	0
Zm00001d032100.RefGen_V4	1	+	212823128	212826208	3081	212821595	212827739	6144	retained	8	3	3	3	189	0	0	0
Zm00001d032101.RefGen_V4	1	-	212826023	212863575	37553	212823294	212866302	43008	retained	26	5	18	4	756	0	0	0
Zm00001d032102.RefGen_V4	1	-	213017762	213018352	591	213014984	213021128	6144	retained	1	0	0	1	16	0	0	0
Zm00001d032103.RefGen_V4	1	+	213126776	213129233	2458	213124932	213131076	6144	retained	4	1	1	1	81	0	0	0
Zm00001d032104.RefGen_V4	1	-	213129148	213132671	3524	213127837	213133981	6144	retained	10	1	1	1	159	0	0	0
Zm00001d032105.RefGen_V4	1	-	213134966	213136307	1342	213132564	213138708	6144	retained	4	2	0	1	81	0	0	0
Zm00001d032106.RefGen_V4	1	-	213138788	213140938	2151	213136790	213142934	6144	retained	5	0	0	1	68	0	0	0
Zm00001d032107.RefGen_V4	1	-	213151287	213157154	5868	213151148	213157292	6144	retained	8	0	0	1	99	0	0	0
Zm00001d032109.RefGen_V4	1	+	213250008	213254980	4973	213249421	213255565	6144	retained	7	8	5	6	269	0	0	0
Zm00001d032111.RefGen_V4	1	+	213313344	213321498	8155	213311276	213323564	12288	retained	18	8	5	7	459	0	0	0
Zm00001d032112.RefGen_V4	1	+	213424465	213434939	10475	213423557	213435845	12288	retained	6	1	1	2	117	0	0	0
Zm00001d032114.RefGen_V4	1	+	213508794	213513171	4378	213507910	213514054	6144	retained	9	3	4	3	213	0	0	0
Zm00001d032115.RefGen_V4	1	-	213530295	213530831	537	213527490	213533634	6144	retained	1	0	0	1	16	0	0	0
Zm00001d032116.RefGen_V4	1	-	213635320	213644930	9611	213633980	213646268	12288	retained	7	3	6	5	234	0	0	0
Zm00001d032117.RefGen_V4	1	+	213685223	213690923	5701	213685000	213691144	6144	retained	4	0	1	1	66	0	0	0
Zm00001d032118.RefGen_V4	1	-	213709256	213712753	3498	213707932	213714076	6144	retained	3	0	1	1	55	0	0	0
Zm00001d032120.RefGen_V4	1	+	213778926	213779774	849	213776277	213782421	6144	retained	1	0	0	1	16	0	0	0
Zm00001d032123.RefGen_V4	1	-	213820013	213822888	2876	213818378	213824522	6144	retained	2	2	1	1	68	0	0	0
Zm00001d032125.RefGen_V4	1	+	213876669	213877625	957	213874074	213880218	6144	retained	3	0	1	1	55	0	0	0
Zm00001d032126.RefGen_V4	1	-	213878646	213879350	705	213875925	213882069	6144	retained	1	0	0	1	16	0	0	0
Zm00001d032127.RefGen_V4	1	+	213895961	213901572	5612	213895694	213901838	6144	retained	16	7	4	4	371	0	0	0
Zm00001d032128.RefGen_V4	1	+	213904619	213907090	2472	213902782	213908926	6144	retained	4	1	5	1	133	0	0	0
Zm00001d032130.RefGen_V4	1	+	213957721	213959642	1922	213955609	213961753	6144	retained	2	1	1	1	55	0	0	0
Zm00001d032131.RefGen_V4	1	+	213971572	213974101	2530	213969764	213975908	6144	retained	3	1	1	1	68	0	0	0
Zm00001d032132.RefGen_V4	1	-	214041360	214041602	243	214038408	214044552	6144	retained	1	0	0	1	16	0	0	0
Zm00001d032138.RefGen_V4	1	+	214254032	214254826	795	214251356	214257500	6144	retained	1	0	0	1	16	0	0	0
Zm00001d032139.RefGen_V4	1	-	214255636	214259163	3528	214254327	214260471	6144	retained	6	5	3	4	191	0	0	0
Zm00001d032142.RefGen_V4	1	+	214314919	214320679	5761	214314726	214320870	6144	retained	14	1	2	4	251	0	0	0
Zm00001d032143.RefGen_V4	1	-	214321165	214333419	12255	214321147	214333435	12288	retained	11	0	1	1	154	0	0	0
