species_id	gene_id	gene_name	flag	swissprot_accession	entry_name	pe	caution_records	difference_vs_reference	closest_reference_protein	curated_length
Athaliana	AT3G16540.TAIR10	AT3G16540	swissprot_caution_erroneous_gene_model_prediction	Q9LK71	DGP11_ARATH	3	Sequence=BAB01153.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix443_suffix112_len560vs555	AT3G16540.1.TAIR10	560
Athaliana	AT1G56280.TAIR10	AT1G56280	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_frameshift	Q39083	DI191_ARATH	1	Sequence=AAG50925.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AAG50925.1; Type=Frameshift; Evidence={ECO:0000305} | Sequence=AEE33372.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix80_suffix114_len206vs200	AT1G56280.1.TAIR10	206
Athaliana	AT4G18660.TAIR10	AT4G18660	swissprot_caution_erroneous_gene_model_prediction	Q9SN47	DOGL1_ARATH	2	Sequence=AEE84073.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_shorter_by_129aa	AT4G18660.1.TAIR10	281
Athaliana	AT4G18680.TAIR10	AT4G18680	swissprot_caution_erroneous_initiation	Q9SN45	DOGL2_ARATH	4	Sequence=AEE84075.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305} | Sequence=CAB37453.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305} | Sequence=CAB78870.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	reference_shorter_by_20aa	AT4G18680.1.TAIR10	255
Athaliana	AT1G59620.TAIR10	AT1G59620	swissprot_caution_erroneous_gene_model_prediction	Q9LQ54	DRL12_ARATH	2	Sequence=AAF79754.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix121_suffix216_len870vs842	AT1G59620.1.TAIR10	870
Athaliana	AT1G51480.TAIR10	AT1G51480	swissprot_caution_erroneous_gene_model_prediction	Q9C8K0	DRL5_ARATH	3	Sequence=AAG52625.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_longer_by_87aa	AT1G51480.1.TAIR10	854
Athaliana	AT1G52660.TAIR10	AT1G52660	swissprot_caution_erroneous_gene_model_prediction	Q9SSR8	DRL6_ARATH	3	Sequence=AEE32835.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix371_suffix0_len375vs379	AT1G52660.1.TAIR10	375
Athaliana	AT1G58400.TAIR10	AT1G58400	swissprot_caution_erroneous_gene_model_prediction	Q8W3K3	DRL8_ARATH	3	Sequence=AAG50637.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE33545.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix293_suffix607_len910vs900	AT1G58400.1.TAIR10	910
Athaliana	AT2G41750.TAIR10	AT2G41750	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_initiation	F4IL05	DTW2A_ARATH	1	Sequence=AAC02772.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AAL69440.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305} | Sequence=BAC42687.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	reference_shorter_by_11aa	AT2G41750.1.TAIR10	264
Athaliana	AT2G47220.TAIR10	AT2G47220	swissprot_caution_erroneous_gene_model_prediction	Q0WNB1	DUF5_ARATH	1	Sequence=AAB63822.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEC10815.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix237_len243vs469	AT2G47220.1.TAIR10	243
Athaliana	AT3G60460.TAIR10	AT3G60460	swissprot_caution_erroneous_initiation	A0A178VEK7	DUO1_ARATH	1	Sequence=ADL59373.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305} | Sequence=CAB81832.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	reference_shorter_by_3aa	AT3G60460.1.TAIR10	300
Athaliana	AT1G53708.TAIR10	AT1G53708	swissprot_caution_erroneous_gene_model_prediction	F4HTB2	DVL22_ARATH	3	Sequence=AEE32986.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix47_suffix0_len48vs109	AT1G53708.1.TAIR10	48
Athaliana	AT4G04260.TAIR10	AT4G04260	swissprot_caution_erroneous_gene_model_prediction	F4JGB7	EBSL_ARATH	3	Sequence=AAC28226.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB77894.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_shorter_by_47aa	AT4G04260.1.TAIR10	240
Athaliana	AT1G55500.TAIR10	AT1G55500	swissprot_caution_erroneous_gene_model_prediction	A0A1P8AS03	ECT4_ARATH	2	Sequence=AAD10646.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix587_suffix0_len605vs599	AT1G55500.2.TAIR10	605
Athaliana	AT4G04760.TAIR10	AT4G04760	swissprot_caution_erroneous_gene_model_prediction	Q9M0Z9	EDL15_ARATH	3	Sequence=AAD03460.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB80841.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix69_suffix123_len478vs467	AT4G04760.1.TAIR10	478
Athaliana	AT1G58210.TAIR10	AT1G58210	swissprot_caution_erroneous_gene_model_prediction	Q8RWD7	EMB74_ARATH	2	Sequence=AAG50760.1; Type=Erroneous gene model prediction; Note=The predicted gene At1g58210 has been split into 2 genes: At1g58210 and At1g58215.; Evidence={ECO:0000305}	internal_difference_prefix280_suffix0_len281vs1246	AT1G58210.1.TAIR10	281
Athaliana	AT2G29790.TAIR10	AT2G29790	swissprot_caution_erroneous_gene_model_prediction	O82377	ESFL6_ARATH	3	Sequence=AAC35222.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AAT06403.1; Type=Miscellaneous discrepancy; Note=Intron retention.; Evidence={ECO:0000305}	internal_difference_prefix21_suffix0_len77vs80	AT2G29790.1.TAIR10	77
Athaliana	AT3G51770.TAIR10	AT3G51770	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_initiation	O65020	ETO1_ARATH	1	Sequence=AAC14404.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AAC14404.1; Type=Erroneous initiation; Note=Extended N-terminus.; Evidence={ECO:0000305}	same_length_1_mismatches	AT3G51770.1.TAIR10	951
Athaliana	AT5G58550.TAIR10	AT5G58550	swissprot_caution_erroneous_initiation	Q9LV01	ETOL2_ARATH	1	Sequence=BAA97325.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	same_length_1_mismatches	AT5G58550.1.TAIR10	925
Athaliana	AT1G75920.TAIR10	AT1G75920	swissprot_caution_erroneous_gene_model_prediction	Q94CH5	EXL5_ARATH	2	Sequence=AAF26758.2; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_shorter_by_5aa	AT1G75920.1.TAIR10	358
Athaliana	AT5G39270.TAIR10	AT5G39270	swissprot_caution_erroneous_initiation	Q9FL80	EXP22_ARATH	2	Sequence=BAB09382.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	reference_shorter_by_16aa	AT5G39270.1.TAIR10	279
Athaliana	AT5G39280.TAIR10	AT5G39280	swissprot_caution_erroneous_initiation	Q9FL79	EXP23_ARATH	2	Sequence=BAB09383.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	reference_shorter_by_16aa	AT5G39280.1.TAIR10	275
Athaliana	AT5G39310.TAIR10	AT5G39310	swissprot_caution_erroneous_gene_model_prediction	Q9FL76	EXP24_ARATH	2	Sequence=BAB09386.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_shorter_by_16aa	AT5G39310.1.TAIR10	312
Athaliana	AT5G39300.TAIR10	AT5G39300	swissprot_caution_erroneous_initiation	Q9FL77	EXP25_ARATH	2	Sequence=BAB09385.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305} | Sequence=BX832887; Type=Miscellaneous discrepancy; Note=Sequencing errors.; Evidence={ECO:0000305}	reference_shorter_by_16aa	AT5G39300.1.TAIR10	276
Athaliana	AT5G39290.TAIR10	AT5G39290	swissprot_caution_erroneous_initiation	Q9FL78	EXP26_ARATH	3	Sequence=BAB09384.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	reference_shorter_by_16aa	AT5G39290.1.TAIR10	279
Athaliana	AT3G60570.TAIR10	AT3G60570	swissprot_caution_erroneous_gene_model_prediction	Q9M203	EXPB5_ARATH	2	Sequence=CAB81843.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix146_suffix106_len264vs252	AT3G60570.1.TAIR10	264
Athaliana	AT1G76930.TAIR10	AT1G76930	swissprot_caution_erroneous_gene_model_prediction	Q38913	EXTN1_ARATH	2	Sequence=AAA85899.1; Type=Miscellaneous discrepancy; Note=In cv. Landsberg erecta, absence of several repeats.; Evidence={ECO:0000305} | Sequence=AEE35904.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE35905.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix0_len373vs293	AT1G76930.1.TAIR10	373
Athaliana	AT3G54590.TAIR10	AT3G54590	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_frameshift	Q9M1G9	EXTN2_ARATH	2	Sequence=AEE79253.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB21544.1; Type=Frameshift; Evidence={ECO:0000305} | Sequence=BAB21544.1; Type=Miscellaneous discrepancy; Note=Incomplete cDNA clone.; Evidence={ECO:0000305}	internal_difference_prefix1_suffix565_len743vs699	AT3G54590.1.TAIR10	743
Athaliana	AT4G15940.TAIR10	AT4G15940	swissprot_caution_erroneous_gene_model_prediction	Q93ZE5	FAHD1_ARATH	1	Sequence=AEE83668.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB46032.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB78636.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix179_suffix43_len223vs222	AT4G15940.1.TAIR10	223
Athaliana	AT1G35530.TAIR10	AT1G35530	swissprot_caution_erroneous_gene_model_prediction	I3XHK1	FANCM_ARATH	2	Sequence=AAF79368.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix110_suffix186_len1344vs1324	AT1G35530.1.TAIR10	1344
Athaliana	AT2G21930.TAIR10	AT2G21930	swissprot_caution_erroneous_initiation	Q9SJ06	FB115_ARATH	2	Sequence=AAO86824.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	reference_shorter_by_61aa	AT2G21930.1.TAIR10	396
Athaliana	AT3G17500.TAIR10	AT3G17500	swissprot_caution_erroneous_gene_model_prediction	Q9LUP7	FB154_ARATH	4	Sequence=AEE75961.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix0_len381vs438	AT3G17500.1.TAIR10	381
Athaliana	AT3G22650.TAIR10	AT3G22650	swissprot_caution_erroneous_gene_model_prediction	Q9LUJ6	FB176_ARATH	4	Sequence=AEE76661.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix193_suffix179_len383vs372	AT3G22650.1.TAIR10	383
Athaliana	AT3G23420.TAIR10	AT3G23420	swissprot_caution_erroneous_gene_model_prediction	Q9LW55	FB180_ARATH	4	Sequence=AEE76763.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix0_len268vs285	AT3G23420.1.TAIR10	268
Athaliana	AT3G24700.TAIR10	AT3G24700	swissprot_caution_erroneous_gene_model_prediction	Q9LJ39	FB185_ARATH	4	Sequence=AEE76937.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix219_suffix0_len270vs249	AT3G24700.1.TAIR10	270
Athaliana	AT3G25750.TAIR10	AT3G25750	swissprot_caution_erroneous_gene_model_prediction	Q9LS04	FB187_ARATH	4	Sequence=AEE77064.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAA95762.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix164_suffix184_len362vs348	AT3G25750.1.TAIR10	362
Athaliana	AT3G29830.TAIR10	AT3G29830	swissprot_caution_erroneous_gene_model_prediction	Q9LJ48	FB191_ARATH	4	Sequence=AAG12672.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE77617.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix369_suffix87_len463vs464	AT3G29830.1.TAIR10	463
Athaliana	AT3G49510.TAIR10	AT3G49510	swissprot_caution_erroneous_gene_model_prediction	Q9CA02	FB198_ARATH	2	Sequence=CAB62455.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix362_suffix15_len388vs662	AT3G49510.1.TAIR10	388
Athaliana	AT3G55900.TAIR10	AT3G55900	swissprot_caution_erroneous_gene_model_prediction	Q6AWW4	FB203_ARATH	2	Sequence=AEE79455.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB87844.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix79_suffix0_len148vs107	AT3G55900.1.TAIR10	148
Athaliana	AT3G59150.TAIR10	AT3G59150	swissprot_caution_erroneous_gene_model_prediction	Q9LX56	FB212_ARATH	1	Sequence=CAB86943.1; Type=Erroneous gene model prediction; Note=The predicted gene At3g59150 has been split into 2 genes: At3g59150 and At3g59160.; Evidence={ECO:0000305}	reference_longer_by_34aa	AT3G59150.1.TAIR10	475
Athaliana	AT5G38810.TAIR10	AT5G38810	swissprot_caution_erroneous_gene_model_prediction	Q9FMC1	FB269_ARATH	4	Sequence=AED94362.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix107_suffix0_len267vs259	AT5G38810.1.TAIR10	267
Athaliana	AT5G60560.TAIR10	AT5G60560	swissprot_caution_erroneous_gene_model_prediction	Q9FKJ1	FB296_ARATH	4	Sequence=AED97345.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix349_suffix25_len407vs374	AT5G60560.1.TAIR10	407
Athaliana	AT1G53360.TAIR10	AT1G53360	swissprot_caution_erroneous_gene_model_prediction	Q3ECR3	FB305_ARATH	4	Sequence=AAF69538.1; Type=Erroneous gene model prediction; Note=The predicted gene has been split into 2 genes: At1g53350 and At1g53360.; Evidence={ECO:0000305} | Sequence=AEE32930.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_shorter_by_41aa	AT1G53360.1.TAIR10	384
Athaliana	AT1G30925.TAIR10	AT1G30925	swissprot_caution_erroneous_gene_model_prediction	P0C2G3	FB308_ARATH	4	Sequence=AAF98191.1; Type=Erroneous gene model prediction; Note=The predicted gene has been split into 3 genes: At1g30920, At1g30921 and At1g30925.; Evidence={ECO:0000305}	reference_shorter_by_149aa	AT1G30925.1.TAIR10	523
Athaliana	AT3G22700.TAIR10	AT3G22700	swissprot_caution_erroneous_initiation	Q9LUJ1	FB324_ARATH	2	Sequence=AAY78752.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	reference_shorter_by_1aa	AT3G22700.1.TAIR10	339
Athaliana	AT3G61730.TAIR10	AT3G61730	swissprot_caution_erroneous_gene_model_prediction	Q9M365	FB331_ARATH	1	Sequence=CAB71103.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix168_suffix186_len359vs354	AT3G61730.1.TAIR10	359
Athaliana	AT1G67455.TAIR10	AT1G67455	swissprot_caution_erroneous_gene_model_prediction	O64800	FB344_ARATH	4	Sequence=AAC18790.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE34648.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix55_suffix88_len343vs216	AT1G67455.1.TAIR10	343
Athaliana	AT1G48060.TAIR10	AT1G48060	swissprot_caution_erroneous_gene_model_prediction	Q9LNF6	FB48_ARATH	2	Sequence=AAF79533.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AAG51533.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_shorter_by_12aa	AT1G48060.1.TAIR10	365
Athaliana	AT1G49610.TAIR10	AT1G49610	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_frameshift	Q9FX89	FB50_ARATH	4	Sequence=AAG13047.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AAG13047.1; Type=Frameshift; Evidence={ECO:0000305} | Sequence=AEE32449.1; Type=Frameshift; Evidence={ECO:0000305}	internal_difference_prefix148_suffix0_len385vs354	AT1G49610.1.TAIR10	385
Athaliana	AT1G52490.TAIR10	AT1G52490	swissprot_caution_erroneous_gene_model_prediction	Q7G9E7	FB54_ARATH	4	Sequence=AAD55614.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_longer_by_302aa	AT1G52490.1.TAIR10	211
Athaliana	AT1G53370.TAIR10	AT1G53370	swissprot_caution_erroneous_gene_model_prediction	Q9MAG5	FB56_ARATH	4	Sequence=AAF69539.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE32932.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix130_suffix225_len376vs355	AT1G53370.1.TAIR10	376
Athaliana	AT1G59680.TAIR10	AT1G59680	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_termination;swissprot_caution_frameshift	Q9LQ46	FB67_ARATH	4	Sequence=AAF79759.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AAF79759.1; Type=Erroneous termination; Note=Truncated C-terminus.; Evidence={ECO:0000305} | Sequence=AAF79759.1; Type=Frameshift; Evidence={ECO:0000305} | Sequence=AEE33603.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE33603.1; Type=Erroneous termination; Note=Truncated C-terminus.; Evidence={ECO:0000305} | Sequence=AEE33603.1; Type=Frameshift; Evidence={ECO:0000305}	internal_difference_prefix1_suffix148_len364vs264	AT1G59680.1.TAIR10	364
Athaliana	AT1G66490.TAIR10	AT1G66490	swissprot_caution_erroneous_gene_model_prediction	Q1PFG1	FB74_ARATH	2	Sequence=AAG51152.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE34515.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix148_suffix211_len370vs360	AT1G66490.1.TAIR10	370
Athaliana	AT1G67130.TAIR10	AT1G67130	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_frameshift	Q3ECH0	FB75_ARATH	2	Sequence=AC004146; Type=Frameshift; Evidence={ECO:0000305} | Sequence=AEE34599.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BT012027; Type=Frameshift; Evidence={ECO:0000305}	internal_difference_prefix126_suffix182_len454vs391	AT1G67130.1.TAIR10	454
Athaliana	AT3G52670.TAIR10	AT3G52670	swissprot_caution_erroneous_gene_model_prediction	Q9LXJ7	FBD11_ARATH	4	Sequence=CAB89228.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix60_suffix323_len416vs384	AT3G52670.1.TAIR10	416
Athaliana	AT5G22720.TAIR10	AT5G22720	swissprot_caution_erroneous_gene_model_prediction	Q9FNI9	FBD14_ARATH	4	Sequence=BAB11678.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix319_suffix1_len468vs642	AT5G22720.1.TAIR10	468
Athaliana	AT5G44490.TAIR10	AT5G44490	swissprot_caution_erroneous_gene_model_prediction	Q9FI16	FBD18_ARATH	2	Sequence=BAB09156.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix204_suffix251_len481vs455	AT5G44490.1.TAIR10	481
Athaliana	AT5G50270.TAIR10	AT5G50270	swissprot_caution_erroneous_gene_model_prediction	Q9FGR8	FBD19_ARATH	4	Sequence=BAB09398.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix262_suffix119_len408vs381	AT5G50270.1.TAIR10	408
Athaliana	AT5G53640.TAIR10	AT5G53640	swissprot_caution_erroneous_gene_model_prediction	Q9FJC0	FBD20_ARATH	4	Sequence=AED96390.2; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB09740.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix209_suffix251_len460vs517	AT5G53640.1.TAIR10	460
Athaliana	AT5G56560.TAIR10	AT5G56560	swissprot_caution_erroneous_gene_model_prediction	Q9FJV2	FBD27_ARATH	4	Sequence=AED96781.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB09873.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix189_suffix229_len418vs607	AT5G56560.1.TAIR10	418
Athaliana	AT5G56700.TAIR10	AT5G56700	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_frameshift	Q9FJU2	FBD37_ARATH	2	Sequence=BAB09888.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB09888.1; Type=Frameshift; Evidence={ECO:0000305}	internal_difference_prefix28_suffix310_len398vs360	AT5G56700.1.TAIR10	398
Athaliana	AT3G27910.TAIR10	AT3G27910	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_frameshift	Q9LK86	FBK71_ARATH	4	Sequence=AEE77379.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE77379.1; Type=Frameshift; Evidence={ECO:0000305} | Sequence=BAB02537.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB02537.1; Type=Frameshift; Evidence={ECO:0000305}	internal_difference_prefix1_suffix249_len384vs294	AT3G27910.1.TAIR10	384
Athaliana	AT4G19330.TAIR10	AT4G19330	swissprot_caution_erroneous_gene_model_prediction	O65704	FBK83_ARATH	4	Sequence=CAA18620.1; Type=Erroneous gene model prediction; Note=The predicted gene has been split into 2 genes: At4g19275 and At4g19330.; Evidence={ECO:0000303|Ref.1} | Sequence=CAB78935.1; Type=Erroneous gene model prediction; Note=The predicted gene has been split into 2 genes: At4g19275 and At4g19330.; Evidence={ECO:0000303|Ref.1}	internal_difference_prefix1_suffix0_len383vs537	AT4G19330.1.TAIR10	383
Athaliana	AT4G22430.TAIR10	AT4G22430	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_termination	Q1PE57	FBK87_ARATH	4	Sequence=ABK28256.1; Type=Erroneous termination; Note=Extended C-terminus.; Evidence={ECO:0000305} | Sequence=CAB52817.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB79198.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_longer_by_14aa	AT4G22430.1.TAIR10	413
Athaliana	AT2G36370.TAIR10	AT2G36370	swissprot_caution_erroneous_gene_model_prediction	Q8S8F2	FBL11_ARATH	2	Sequence=AAM15321.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_shorter_by_42aa	AT2G36370.1.TAIR10	940
Athaliana	AT1G48400.TAIR10	AT1G48400	swissprot_caution_erroneous_gene_model_prediction	Q56XW8	FBL30_ARATH	2	Sequence=AAD49757.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE32285.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix299_suffix188_len487vs513	AT1G48400.1.TAIR10	487
Athaliana	AT1G52650.TAIR10	AT1G52650	swissprot_caution_erroneous_initiation	Q9SSR7	FBL31_ARATH	2	Sequence=BAD43375.1; Type=Erroneous initiation; Note=Extended N-terminus.; Evidence={ECO:0000305}	reference_longer_by_42aa	AT1G52650.1.TAIR10	465
Athaliana	AT3G18150.TAIR10	AT3G18150	swissprot_caution_erroneous_gene_model_prediction	Q9LV26	FBL45_ARATH	4	Sequence=BAB02027.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	same_length_270_mismatches	AT3G18150.1.TAIR10	456
Athaliana	AT3G60040.TAIR10	AT3G60040	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_initiation	Q8GWI2	FBL69_ARATH	2	Sequence=AEE80005.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE80005.1; Type=Erroneous initiation; Note=Extended N-terminus.; Evidence={ECO:0000305} | Sequence=CAB75919.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix0_len449vs838	AT3G60040.1.TAIR10	449
Athaliana	AT5G63520.TAIR10	AT5G63520	swissprot_caution_frameshift	Q9FMV0	FBL91_ARATH	2	Sequence=BAC42965.1; Type=Frameshift; Evidence={ECO:0000305}	reference_shorter_by_10aa	AT5G63520.1.TAIR10	529
Athaliana	AT4G15060.TAIR10	AT4G15060	swissprot_caution_erroneous_gene_model_prediction	O23360	FBL93_ARATH	4	Sequence=AEE83548.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB10285.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB78548.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix75_len426vs539	AT4G15060.1.TAIR10	426
Athaliana	AT5G25040.TAIR10	AT5G25040	swissprot_caution_erroneous_gene_model_prediction	F4KIL8	FBT5_ARATH	2	Sequence=AED93392.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix423_suffix34_len492vs457	AT5G25040.1.TAIR10	492
Athaliana	AT2G33280.TAIR10	AT2G33280	swissprot_caution_erroneous_initiation	O22780	FBT9_ARATH	3	Sequence=AAB80646.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	reference_shorter_by_130aa	AT2G33280.1.TAIR10	538
Athaliana	AT2G03560.TAIR10	AT2G03560	swissprot_caution_erroneous_gene_model_prediction	Q9ZPS0	FBX7_ARATH	2	Sequence=AAD20064.2; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix372_suffix0_len395vs453	AT2G03560.1.TAIR10	395
Athaliana	AT5G22610.TAIR10	AT5G22610	swissprot_caution_erroneous_gene_model_prediction	Q9FNK0	FDL30_ARATH	4	Sequence=AED93051.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix212_suffix260_len502vs472	AT5G22610.1.TAIR10	502
Athaliana	AT5G44960.TAIR10	AT5G44960	swissprot_caution_erroneous_gene_model_prediction	Q9FLA1	FDL35_ARATH	4	Sequence=AED95180.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB10879.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix205_suffix211_len436vs416	AT5G44960.1.TAIR10	436
Athaliana	AT5G52460.TAIR10	AT5G52460	swissprot_caution_erroneous_gene_model_prediction	Q9FHB5	FDL42_ARATH	4	Sequence=AED96216.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB10543.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix71_suffix34_len376vs369	AT5G52460.1.TAIR10	376
