dataset	run	species	genotype_stratum	instrument	data_type	expected_files	expected_reads	source_checksum	source_checksum_authority	local_fa_md5	role	basis	note
training/ont/Osativa/indica_flagleaf_PRJNA1291274	SRR34539092	Osativa	non_reference	PromethION	RNA-Seq	1	4421010	0325d463ad157a579934b76fc4d7753a	ENA_fastq_md5	920d10864d59f34763aa05410d4c5aab	c2_training_eligible	A14: training-species ONT is training evidence	indica SY63/MH63/ZS97
training/ont/Osativa/indica_flagleaf_PRJNA1291274	SRR34539093	Osativa	non_reference	PromethION	RNA-Seq	1	9017523	2549d6f9384840b1059b0a0b993982c6	ENA_fastq_md5	ed7180c827be57fd8fbd9d676ecd99b5	c2_training_eligible	A14: training-species ONT is training evidence	indica SY63/MH63/ZS97
training/ont/Osativa/indica_flagleaf_PRJNA1291274	SRR34539094	Osativa	non_reference	PromethION	RNA-Seq	1	8389692	e8fa4d289394480002d72b36ba42330f	ENA_fastq_md5	9d588216b0b06feb0628cefcf28b1220	c2_training_eligible	A14: training-species ONT is training evidence	indica SY63/MH63/ZS97
training/ont/Osativa/indica_flagleaf_PRJNA1291274	SRR34539095	Osativa	non_reference	PromethION	RNA-Seq	1	4865263	ad4a358a19e2b3a8cb9afae4c7b68abf	ENA_fastq_md5	ac0ebb11edfba70e4baa00cda74e6c09	c2_training_eligible	A14: training-species ONT is training evidence	indica SY63/MH63/ZS97
training/ont/Osativa/indica_flagleaf_PRJNA1291274	SRR34539096	Osativa	non_reference	PromethION	RNA-Seq	1	4766821	acc8fb1755730754b69e912c5a2dfd06	ENA_fastq_md5	09caf31e21b3476f9526ff0f2c0c0ebc	c2_training_eligible	A14: training-species ONT is training evidence	indica SY63/MH63/ZS97
training/ont/Osativa/indica_flagleaf_PRJNA1291274	SRR34539097	Osativa	non_reference	PromethION	RNA-Seq	1	3762661	7b4f579a0343fc9c288ba9ff51dacbf5	ENA_fastq_md5	a0261c0ddafe5463dc27280ea275b134	c2_training_eligible	A14: training-species ONT is training evidence	indica SY63/MH63/ZS97
training/ont/Osativa/nip_dRNA_6tissue_PRJNA752930	SRR15371758	Osativa	reference	PromethION	OTHER	1	5522952	476ffaf097a869dcc3d3998fa7a7516c	ENA_fastq_md5	d707f1e38ab9c72d2de44aaa7bf14bbb	c2_training_eligible	A14: training-species ONT is training evidence	Nipponbare
training/ont/Osativa/nip_dRNA_6tissue_PRJNA752930	SRR15371759	Osativa	reference	PromethION	OTHER	1	5406168	241d06676e4666092fbc4879f4720522	ENA_fastq_md5	59d2563e62663349e75d3073ff4acad1	c2_training_eligible	A14: training-species ONT is training evidence	Nipponbare
training/ont/Osativa/nip_dRNA_6tissue_PRJNA752930	SRR15371761	Osativa	reference	PromethION	OTHER	1	7993563	5f2aad04f02fd721c0827ef95669b6ee	ENA_fastq_md5	5609ef987627f77c83765fc2a648ad50	c2_training_eligible	A14: training-species ONT is training evidence	Nipponbare
training/ont/Osativa/nip_dRNA_6tissue_PRJNA752930	SRR15558517	Osativa	reference	PromethION	OTHER	1	9258795	27b432e9874d2d031ce2e11db509def3	ENA_fastq_md5	e989163d6842980405e736e610193274	c2_training_eligible	A14: training-species ONT is training evidence	Nipponbare
training/ont/Osativa/nip_dRNA_6tissue_PRJNA752930	SRR15558518	Osativa	reference	PromethION	OTHER	1	9382100	56a45a7c164f655528932ecc30e0c99d	ENA_fastq_md5	9c6ecab5f28d7658a32252c8aff34b99	c2_training_eligible	A14: training-species ONT is training evidence	Nipponbare
training/ont/Osativa/nip_dRNA_6tissue_PRJNA752930	SRR15558519	Osativa	reference	PromethION	OTHER	1	9045267	7df5a055c440986bc313f9233379b133	ENA_fastq_md5	59686cb0c4420e4165b934c7de2d3150	c2_training_eligible	A14: training-species ONT is training evidence	Nipponbare
training/ont/Osativa/nip_dRNA_6tissue_PRJNA752930	SRR15558520	Osativa	reference	PromethION	OTHER	1	9211419	03c25aae39d89539ebbd35f859747bea	ENA_fastq_md5	3d5a8f25a2dd6497174e2df35a2e878a	c2_training_eligible	A14: training-species ONT is training evidence	Nipponbare
training/ont/Osativa/nip_dRNA_6tissue_PRJNA752930	SRR15558521	Osativa	reference	PromethION	OTHER	1	8718653	711c3bb410d576eec14e3675296b3959	ENA_fastq_md5	c89a9018f57817ecf844daffa088d6bd	c2_training_eligible	A14: training-species ONT is training evidence	Nipponbare
training/ont/Osativa/nip_dRNA_6tissue_PRJNA752930	SRR15558522	Osativa	reference	PromethION	OTHER	1	8386714	34e248748143c65882326787ae26bf41	ENA_fastq_md5	87f611cfafcca2bcaa25f3a6adecd740	c2_training_eligible	A14: training-species ONT is training evidence	Nipponbare
training/ont/Osativa/nip_dRNA_6tissue_PRJNA752930	SRR15558523	Osativa	reference	PromethION	OTHER	1	6015872	d423487350413d9b9e53e327c437843d	ENA_fastq_md5	a2f7bcbb4286e5f52f40f198119a1ba2	c2_training_eligible	A14: training-species ONT is training evidence	Nipponbare
training/ont/Osativa/nip_dRNA_6tissue_PRJNA752930	SRR15558524	Osativa	reference	PromethION	OTHER	1	6263522	09c5a0f30638302ccb53575a5ff745ce	ENA_fastq_md5	eef13e79362527ac08833362991c3869	c2_training_eligible	A14: training-species ONT is training evidence	Nipponbare
training/ont/Osativa/nip_dRNA_6tissue_PRJNA752930	SRR15558525	Osativa	reference	PromethION	OTHER	1	5980496	b83247e92bb87d69c28380f11694430e	ENA_fastq_md5	6715b5e3ae937061990136ec25345957	c2_training_eligible	A14: training-species ONT is training evidence	Nipponbare
training/ont/Osativa/nip_sheath_PRJNA1044249	SRR26927868	Osativa	reference	PromethION	RNA-Seq	1	4145374	f45fe84b9eb6e42511454f2ffc429f5c	ENA_fastq_md5	16e7f6f15440b088ba16098746a25d86	c2_training_eligible	A14: training-species ONT is training evidence	Nipponbare sheath
training/ont/Osativa/nip_sheath_PRJNA1044249	SRR26927869	Osativa	reference	PromethION	RNA-Seq	1	4463345	19e091d58931817c898bc01dae89e10c	ENA_fastq_md5	804d852cd004889c9621ad341d9e9a07	c2_training_eligible	A14: training-species ONT is training evidence	Nipponbare sheath
training/ont/Osativa/nip_sheath_PRJNA1044249	SRR26927870	Osativa	reference	PromethION	RNA-Seq	1	4046020	9be360ed1ecfbc71d0dc09b485ef3d6d	ENA_fastq_md5	37c1d9d29a84ae85cba4ad3de3d00e26	c2_training_eligible	A14: training-species ONT is training evidence	Nipponbare sheath
training/ont/Osativa/nip_sheath_PRJNA1044249	SRR26927871	Osativa	reference	PromethION	RNA-Seq	1	4339338	ca026ad550965c857ed3d7e29fb5cd0a	ENA_fastq_md5	ef741ef4a923510b09f7fe56b4a5d019	c2_training_eligible	A14: training-species ONT is training evidence	Nipponbare sheath
training/ont/Osativa/nip_sheath_PRJNA1044249	SRR26927872	Osativa	reference	PromethION	RNA-Seq	1	4092445	0952b11fdb0336d74b336e6739e7fc09	ENA_fastq_md5	d300b6ad2d63dec5891398ef88ca7098	c2_training_eligible	A14: training-species ONT is training evidence	Nipponbare sheath
training/ont/Osativa/nip_sheath_PRJNA1044249	SRR26927873	Osativa	reference	PromethION	RNA-Seq	1	4180347	dc8347e89fa87dd7ad05050b1b3ba80e	ENA_fastq_md5	5f15897cf689d935f4a2c71c6fe717e3	c2_training_eligible	A14: training-species ONT is training evidence	Nipponbare sheath
training/ont/Osativa/nip_sheath_PRJNA1044249	SRR26927874	Osativa	reference	PromethION	RNA-Seq	1	4191087	54d208894b9ff8b604e7d0ddb73e8baa	ENA_fastq_md5	bce4b6eda53949eb4a2f1f4fe353b317	c2_training_eligible	A14: training-species ONT is training evidence	Nipponbare sheath
training/ont/Osativa/nip_sheath_PRJNA1044249	SRR26927875	Osativa	reference	PromethION	RNA-Seq	1	3708018	c10909c4d44603972da9366ec3e0611c	ENA_fastq_md5	e71bc352b43534175a8bf35faab3e349	c2_training_eligible	A14: training-species ONT is training evidence	Nipponbare sheath
training/ont/Osativa/nip_sheath_PRJNA1044249	SRR26927886	Osativa	reference	PromethION	RNA-Seq	1	4797552	d8091936d8d1d6ecf487af7cc844107f	ENA_fastq_md5	cdbbd51252857215d034d42fe61a60c7	c2_training_eligible	A14: training-species ONT is training evidence	Nipponbare sheath
training/ont/Osativa/nip_sheath_PRJNA1044249	SRR26927887	Osativa	reference	PromethION	RNA-Seq	1	4001871	dd993fe6f9458a5cabbb7e9d8aa73eec	ENA_fastq_md5	310bac40149dfbf47244cebf4484da26	c2_training_eligible	A14: training-species ONT is training evidence	Nipponbare sheath
training/ont/Ppatens/dRNA_gametophore_PRJNA681088	SRR13154249	Ppatens	reference	MinION	OTHER	1	884719	13b0f1664067ac2b9ccc9cad785a46a1	ENA_fastq_md5	bb2d29f31d684b5d96f62ff871874e79	c2_training_eligible	A14: training-species ONT is training evidence	Gransden gametophore
training/ont/Ppatens/dRNA_gametophore_PRJNA681088	SRR13154250	Ppatens	reference	MinION	OTHER	1	1315620	112dc4e2ba6868eb4bfa7744a6bee862	ENA_fastq_md5	039d2fb412ee69224df77fe2df915e48	c2_training_eligible	A14: training-species ONT is training evidence	Gransden gametophore
training/ont/Ppatens/dRNA_gametophore_PRJNA681088	SRR13154251	Ppatens	reference	MinION	OTHER	1	1010714	829a1d0ddf198c52b78f163ab50000c9	ENA_fastq_md5	e6ec1f044bbe7cac948c6376c7d43f21	c2_training_eligible	A14: training-species ONT is training evidence	Gransden gametophore
training/ont/Ppatens/dRNA_gametophore_PRJNA681088	SRR13154252	Ppatens	reference	MinION	OTHER	1	435541	b54b9975b39a86f35698f3af5de2d32a	ENA_fastq_md5	23d1a6f0380042898f31b67aed29fc64	c2_training_eligible	A14: training-species ONT is training evidence	Gransden gametophore
training/ont/Ppatens/dRNA_gametophore_PRJNA681088	SRR13154253	Ppatens	reference	MinION	OTHER	1	2000624	e8daf34b40be0d5fc60d7c8bcab83ef4	ENA_fastq_md5	66e8d649011dd191808faf1a9b3b1b96	c2_training_eligible	A14: training-species ONT is training evidence	Gransden gametophore
training/ont/Ppatens/dRNA_gametophore_PRJNA681088	SRR13154254	Ppatens	reference	MinION	OTHER	1	618054	e1b622067b235e77e7d5852702f61647	ENA_fastq_md5	67ec84c070fabe4c794c67a1f931f771	c2_training_eligible	A14: training-species ONT is training evidence	Gransden gametophore
training/ont/Ppatens/dRNA_gametophore_PRJNA681088	SRR13154255	Ppatens	reference	MinION	OTHER	1	1860346	b7d4c1574f4bd31e0c4b82aea8c16d37	ENA_fastq_md5	a43b428707cd643e47dbccf7f1a60ad6	c2_training_eligible	A14: training-species ONT is training evidence	Gransden gametophore
training/ont/Ptrichocarpa/sdx_dRNA_PRJNA517295	SRR12676675	Ptrichocarpa	non_reference	MinION	RNA-Seq	1	1351109	6024cdc8330557c48946af5c0d5119de	ENA_fastq_md5	9055d64d7e5252815f6b456fd2ba4cd5	c2_training_eligible	A14: training-species ONT is training evidence	SDX genotype
training/ont/Ptrichocarpa/sdx_dRNA_PRJNA517295	SRR12822922	Ptrichocarpa	non_reference	MinION	RNA-Seq	1	1489277	98ea3333ebc7d3255309623350b2a912	ENA_fastq_md5	761cb5090d429c18d910182ac9fbaec3	c2_training_eligible	A14: training-species ONT is training evidence	SDX genotype
training/ont/Ptrichocarpa/sdx_dRNA_PRJNA517295	SRR12822923	Ptrichocarpa	non_reference	MinION	RNA-Seq	1	725158	8cae2306b7c55b5da80e8032f644b6a8	ENA_fastq_md5	4922d79ad2af01fcd9340fc1e8ecd506	c2_training_eligible	A14: training-species ONT is training evidence	SDX genotype
training/ont/Ptrichocarpa/sdx_dRNA_PRJNA517295	SRR12881185	Ptrichocarpa	non_reference	GridION	RNA-Seq	1	725156	b66126b81989903b8f710804339b831f	ENA_fastq_md5	d9f197c529237b1593bbe2c7462b5f8a	c2_training_eligible	A14: training-species ONT is training evidence	SDX genotype
training/ont/Ptrichocarpa/sdx_dRNA_PRJNA517295	SRR8491764	Ptrichocarpa	non_reference	MinION	RNA-Seq	1	603080	3eea5611eb342189fba5e3fbf6f4fbd2	ENA_fastq_md5	ed59f67b810f124847d5e1b78f5a028d	c2_training_eligible	A14: training-species ONT is training evidence	SDX genotype
training/ont/Ptrichocarpa/sdx_drought_PRJNA672182	SRR12904202	Ptrichocarpa	non_reference	MinION	RNA-Seq	1	2385314	7d05edd9c6f8b31834c84cd5ddf336bb	ENA_fastq_md5	9e80fc716dbf5316c3225fd837f18d20	c2_training_eligible	A14: training-species ONT is training evidence	SDX genotype
training/ont/Ptrichocarpa/sdx_drought_PRJNA672182	SRR12904551	Ptrichocarpa	non_reference	MinION	RNA-Seq	1	1215265	3a36415272d2bf85a4fa2257d89af654	ENA_fastq_md5	957f737da2cb2b982bfd8d2e9c502413	c2_training_eligible	A14: training-species ONT is training evidence	SDX genotype
training/ont/Ptrichocarpa/sdx_drought_PRJNA672182	SRR12904624	Ptrichocarpa	non_reference	MinION	RNA-Seq	1	2972000	3066117c1c8824bda6a51c4fd5261812	ENA_fastq_md5	21dc816dc621a1646272549482180972	c2_training_eligible	A14: training-species ONT is training evidence	SDX genotype
training/ont/Ptrichocarpa/sdx_drought_PRJNA672182	SRR12904635	Ptrichocarpa	non_reference	MinION	RNA-Seq	1	2781665	34a70c1a232ef3e7872e638cefe8a655	ENA_fastq_md5	4ff541690822cea9b04e0db9393184fc	c2_training_eligible	A14: training-species ONT is training evidence	SDX genotype
training/ont/Ptrichocarpa/sdx_drought_PRJNA672182	SRR13336716	Ptrichocarpa	non_reference	MinION	RNA-Seq	1	935106	ea285043ed8a1d887dd73cbb56e24e5b	ENA_fastq_md5	4ac7f701bcaa16b49b2a3580bde9cfe6	c2_training_eligible	A14: training-species ONT is training evidence	SDX genotype
training/ont/Ptrichocarpa/sdx_drought_PRJNA672182	SRR13336717	Ptrichocarpa	non_reference	MinION	RNA-Seq	1	1509080	4dd5fe8be4a806d63d201f6b47c69200	ENA_fastq_md5	6161096132a7b9533bce2467e938d868	c2_training_eligible	A14: training-species ONT is training evidence	SDX genotype
training/ont/Sitalica/ci846_salt_PRJNA1097621	SRR28589376	Sitalica	non_reference	PromethION	RNA-Seq	1	10279094	034aaacca6b27326b03e66c448ec2dc6	ENA_fastq_md5	10c9eeef3ee535223f85e9f356372224	c2_training_eligible	A14: training-species ONT is training evidence	Ci846
training/ont/Sitalica/ci846_salt_PRJNA1097621	SRR28589377	Sitalica	non_reference	PromethION	RNA-Seq	1	9231256	d7085210a08e76d2c1534b2addeb2306	ENA_fastq_md5	11c85e3bca0c0753ad6b22787fae1468	c2_training_eligible	A14: training-species ONT is training evidence	Ci846
training/ont/Sitalica/ci846_salt_PRJNA1097621	SRR28589378	Sitalica	non_reference	PromethION	RNA-Seq	1	9423135	3d0c509e8c47354771d72bd0a03e9a92	ENA_fastq_md5	223351286064cf46a393fd523885ab51	c2_training_eligible	A14: training-species ONT is training evidence	Ci846
training/ont/Sitalica/ci846_salt_PRJNA1097621	SRR28589379	Sitalica	non_reference	PromethION	RNA-Seq	1	11294592	d7cc9a069ef020974b536fe1492753a5	ENA_fastq_md5	00153196f536a5a6d5432b348daf7044	c2_training_eligible	A14: training-species ONT is training evidence	Ci846
training/ont/Sitalica/ci846_salt_PRJNA1097621	SRR28589380	Sitalica	non_reference	PromethION	RNA-Seq	1	9716729	e7280d393c526cae3d6efc5cb7bf9269	ENA_fastq_md5	d2a79dc8b07fe1b0eb356d655fbd5d48	c2_training_eligible	A14: training-species ONT is training evidence	Ci846
training/ont/Sitalica/ci846_salt_PRJNA1097621	SRR28589381	Sitalica	non_reference	PromethION	RNA-Seq	1	9032953	62e86d82e329e73d642d027c41d62e2b	ENA_fastq_md5	a12d81d4e7d94f0444898993ecd734eb	c2_training_eligible	A14: training-species ONT is training evidence	Ci846
training/ont/Sitalica/ci846_salt_PRJNA1097621	SRR28589382	Sitalica	non_reference	PromethION	RNA-Seq	1	8881641	93202c6779aaa84a6a2e1e4b2c1b7ad2	ENA_fastq_md5	404f9290be29429b59cfa249caffdf89	c2_training_eligible	A14: training-species ONT is training evidence	Ci846
training/ont/Sitalica/ci846_salt_PRJNA1097621	SRR28589383	Sitalica	non_reference	PromethION	RNA-Seq	1	8503883	995a065bbb6ed42e08500e8824cd2fa8	ENA_fastq_md5	14f6e93f919e8c52252e308c77ad38c4	c2_training_eligible	A14: training-species ONT is training evidence	Ci846
training/ont/Sitalica/ci846_salt_PRJNA1097621	SRR28589384	Sitalica	non_reference	PromethION	RNA-Seq	1	8835531	eb559097f7b5e4a849cbb2b61f434904	ENA_fastq_md5	e935b634afb9d20051d18e7b400e1248	c2_training_eligible	A14: training-species ONT is training evidence	Ci846
training/ont/Vvinifera/callus_PRJNA732451	SRR14635690	Vvinifera	unknown	MinION	RNA-Seq	1	11045240	57f96cab805760e2b1b1913ccad2b261	ENA_fastq_md5	db5517a1a89333372a6e6affd631149e	c2_training_eligible	A14: training-species ONT is training evidence	callus line not stated
training/ont/Vvinifera/callus_PRJNA732451	SRR14635691	Vvinifera	unknown	MinION	RNA-Seq	1	12324745	bf212197e59d7a810533177fa322391c	ENA_fastq_md5	c9b4d6944b341e25612949ca1f989b14	c2_training_eligible	A14: training-species ONT is training evidence	callus line not stated
training/ont/Vvinifera/pinotnoir_berry_PRJNA776245	SRR16682187	Vvinifera	reference	MinION	RNA-Seq	1	2386660	0cc1aa835ba594cd6b49c7c5f5046f86	ENA_fastq_md5	6b0051a67c927e174aed8d7cc3426d22	c2_training_eligible	A14: training-species ONT is training evidence	Pinot noir, the PN40024 background
training/ont/Vvinifera/pinotnoir_berry_PRJNA776245	SRR16682188	Vvinifera	reference	MinION	RNA-Seq	1	2642592	5a3eb7e42e36d1160a0ce1ca1de72c22	ENA_fastq_md5	9fe5870b508fa3c38e4857e33f74acb1	c2_training_eligible	A14: training-species ONT is training evidence	Pinot noir, the PN40024 background
training/ont/Vvinifera/pinotnoir_berry_PRJNA776245	SRR16682189	Vvinifera	reference	MinION	RNA-Seq	1	2057737	9b4414a8f734d9fece0fbd00c6ac0f80	ENA_fastq_md5	fd54d4d705f1f72e191df3d0788387ee	c2_training_eligible	A14: training-species ONT is training evidence	Pinot noir, the PN40024 background
training/ont/Vvinifera/pinotnoir_berry_PRJNA776245	SRR16682190	Vvinifera	reference	MinION	RNA-Seq	1	2030010	e98ecdac9825b001736bd33188a5a8fc	ENA_fastq_md5	50c3c5353f309c7d8d76403b84fcd46a	c2_training_eligible	A14: training-species ONT is training evidence	Pinot noir, the PN40024 background
training/ont/Vvinifera/pinotnoir_berry_PRJNA776245	SRR16682191	Vvinifera	reference	MinION	RNA-Seq	1	2017790	8606a8f9d3c3c119310a2e665e628438	ENA_fastq_md5	1fbd5841871931695bb90d7fc4a4bb51	c2_training_eligible	A14: training-species ONT is training evidence	Pinot noir, the PN40024 background
training/ont/Vvinifera/pinotnoir_berry_PRJNA776245	SRR16682192	Vvinifera	reference	MinION	RNA-Seq	1	2201760	3c792823e661ab1088d2e039e8c5663a	ENA_fastq_md5	893ba6a2526f92d0816be9a292fc1555	c2_training_eligible	A14: training-species ONT is training evidence	Pinot noir, the PN40024 background
training/ont/Vvinifera/pinotnoir_berry_PRJNA776245	SRR16682193	Vvinifera	reference	MinION	RNA-Seq	1	2262354	12478437fd6081835971b2e9615d749d	ENA_fastq_md5	534221dff1cc8ecc8932455d3d5cc4d9	c2_training_eligible	A14: training-species ONT is training evidence	Pinot noir, the PN40024 background
training/ont/Vvinifera/pinotnoir_berry_PRJNA776245	SRR16682194	Vvinifera	reference	MinION	RNA-Seq	1	2221124	60064d4304adb80dcb2c4b317ae233f6	ENA_fastq_md5	18e5482984b4f737e629a6a7a9006f35	c2_training_eligible	A14: training-species ONT is training evidence	Pinot noir, the PN40024 background
training/ont/Vvinifera/pinotnoir_berry_PRJNA776245	SRR16682195	Vvinifera	reference	MinION	RNA-Seq	1	2312792	3d1df2e07546c2353de12cc1ee980509	ENA_fastq_md5	3b75bfe089faaadab8bc487c41c0fb61	c2_training_eligible	A14: training-species ONT is training evidence	Pinot noir, the PN40024 background
training/ont/Athaliana/cui2020_PRJNA594286	SRR10611193	Athaliana	reference	PromethION	RNA-Seq	1	8258511	b92be0018f35b9cdce78276404380fc5	ENA_fastq_md5	9365350aa86fc761a2ab796a86b0ccbb	excluded	저자 결정 2026-09-03: 같은 런의 중복 사본은 쓰지 않는다. 정본은 프로토콜 A18.3이 이름으로 지목한 경로이며 내용은 두 사본이 동일하다 (ont/Athaliana_cui2020_PRJNA594286)	Col-0 rosette
training/ont/Athaliana/cui2020_PRJNA594286	SRR10611194	Athaliana	reference	PromethION	RNA-Seq	1	7849574	5073807e46282d01eff4978e21943ca1	ENA_fastq_md5	d30bc74b915c6a3deced4bd2fce459a3	excluded	저자 결정 2026-09-03: 같은 런의 중복 사본은 쓰지 않는다. 정본은 프로토콜 A18.3이 이름으로 지목한 경로이며 내용은 두 사본이 동일하다 (ont/Athaliana_cui2020_PRJNA594286)	Col-0 rosette
training/ont/Athaliana/cui2020_PRJNA594286	SRR10611195	Athaliana	reference	PromethION	RNA-Seq	1	7025983	fd8ed6382a50e847a1160a2be6c8a28b	ENA_fastq_md5	9a925bedd35dd55d5bac9853d5b40bee	excluded	저자 결정 2026-09-03: 같은 런의 중복 사본은 쓰지 않는다. 정본은 프로토콜 A18.3이 이름으로 지목한 경로이며 내용은 두 사본이 동일하다 (ont/Athaliana_cui2020_PRJNA594286)	Col-0 rosette
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Ptrichocarpa/jgi_F1hybrid_PRJNA709498	SRR35145693	Ptrichocarpa	unknown	Sequel II	RNA-Seq	1	1679294	e3deef8c04d097094510a8c24b40d943	ENA_fastq_md5	0f4cdcb74d84f048739f0f20e2e34d39	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Ptrichocarpa/jgi_F1hybrid_PRJNA709498	SRR35145698	Ptrichocarpa	unknown	Sequel II	RNA-Seq	1	3233374	fb041735101e422d118d07f740cd1e4f	ENA_fastq_md5	75ea051a831c1a98d2bc826d2faa0569	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Ptrichocarpa/jgi_F1hybrid_PRJNA709499	SRR35145694	Ptrichocarpa	unknown	Sequel II	RNA-Seq	1	975765	47b9b7ac638b115215261f4d20aad505	ENA_fastq_md5	afd10c37f5bf62d3cd09ad8becaf394a	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Ptrichocarpa/jgi_F1hybrid_PRJNA709499	SRR35145695	Ptrichocarpa	unknown	Sequel II	RNA-Seq	1	526986	bf162fccad8c9093ea5f99b01666ae0b	ENA_fastq_md5	edb39a77e6333dbe74f085594d3d2af5	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Ptrichocarpa/jgi_F1hybrid_PRJNA709499	SRR35145696	Ptrichocarpa	unknown	Sequel II	RNA-Seq	1	491728	6dc2b9a82ab458f1feaf11d48a1b5e9b	ENA_fastq_md5	185721982cf6b86e742da5925794c980	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Ptrichocarpa/jgi_F1hybrid_PRJNA709499	SRR35145697	Ptrichocarpa	unknown	Sequel II	RNA-Seq	1	2940415	2d30a3c59e9d44ec15e52876bbc115ba	ENA_fastq_md5	35e47a193ca74f1b3d208813f7a1c848	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/baijiu_PRJNA1034755	SRR26636574	Sbicolor	unknown	Sequel IIe	OTHER	1	429361	693e25052328f085b364e1abf5b2e43b	ENA_fastq_md5	e355959e69dc50e2630a9a37c1dfb784	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/baijiu_PRJNA1034755	SRR26636578	Sbicolor	unknown	Sequel IIe	WGS	1	2076998	59ff83218ddff736ae8b3dbc83fedbd3	ENA_fastq_md5	28b930b77da341eaecf732cb343cecc2	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/baijiu_PRJNA1034755	SRR26636582	Sbicolor	unknown	Sequel IIe	WGS	1	1986201	33fb7847fc384e81c5f8ddaa893a09c1	ENA_fastq_md5	3f77855f0b7d79e773ac7115f9087c22	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275171	SRR34257871	Sbicolor	unknown	Sequel IIe	RNA-Seq	1	1385336	277b431468e408cd8103fd4e2b929f1a	ENA_fastq_md5	4b43cb9f80fa3dc1d78747254673b320	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275171	SRR34257872	Sbicolor	unknown	Sequel IIe	RNA-Seq	1	1578769	ed3f219c465b372b3982d466f706f228	ENA_fastq_md5	00c377fbde4ef2226612c438105f6441	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275171	SRR34257933	Sbicolor	unknown	Sequel IIe	RNA-Seq	1	1359759	84ea15453fec1073508ca43ce7634f06	ENA_fastq_md5	2fbada074f6cd947e9972b57adab43c4	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275171	SRR34257934	Sbicolor	unknown	Sequel IIe	RNA-Seq	1	1365209	d51c49bddc8914cbf329a7842cbe0f77	ENA_fastq_md5	08c0facae4f082d54a6a1a3fffb4cb17	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275171	SRR34257935	Sbicolor	unknown	Sequel IIe	RNA-Seq	1	1208697	fb7b61582e7c865571c6c39aab00576f	ENA_fastq_md5	2707128883b3c71b82847b50332976fb	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275229	SRR34258142	Sbicolor	unknown	Sequel II	RNA-Seq	1	334189	30a7d22637d29c6ce850d7df67908845	ENA_fastq_md5	00114619fa0bf660590dcd2fa5b19dae	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
